dataset,scenario,method,ai_acc,r,num_ai,iter,convergence,accuracy,recall,uc_p,uc_pih_0,uc_pih_1,uc_pih_2,uc_pih_3,uc_pih_4,uc_pia_0,uc_pia_1,uc_pia_2,uc_pia_3,uc_pia_4
tiny,hetero,CBCC_M=2,mean,2,4,0,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,4,0,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,4,0,-1,0.7916,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,4,1,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,4,1,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,4,1,-1,0.7908,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,4,2,-1,0.9936,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,4,2,-1,0.9936,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,4,2,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,4,3,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,4,3,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,4,3,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,4,4,-1,0.9936,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,4,4,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,4,4,-1,0.994,0.998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,8,0,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,8,0,-1,0.6,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,8,0,-1,0.4,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,8,1,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,8,1,-1,0.6,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,8,1,-1,0.3996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,8,2,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,8,2,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,8,2,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,8,3,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,8,3,-1,0.6,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,8,3,-1,0.3996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,8,4,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,8,4,-1,0.5996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,8,4,-1,0.4032,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,12,0,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,12,0,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,12,0,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,12,1,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,12,1,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,12,1,-1,0.7984,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,12,2,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,12,2,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,12,2,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,12,3,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,12,3,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,12,3,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,12,4,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,12,4,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,12,4,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,16,0,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,16,0,-1,0.7988,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,16,0,-1,0.7984,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,16,1,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,16,1,-1,0.7984,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,16,1,-1,0.7988,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,16,2,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,16,2,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,16,2,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,16,3,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,16,3,-1,0.7984,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,16,3,-1,0.798,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,16,4,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,16,4,-1,0.7996,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,16,4,-1,0.798,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=2,mean,2,20,0,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=4,mean,2,20,0,-1,0.798,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hetero,CBCC_M=8,mean,2,20,0,-1,0.6004,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
