dataset,scenario,method,ai_acc,r,num_ai,iter,convergence,accuracy,biased_accuracy,uc_p,uc_pih_0,uc_pih_1,uc_pih_2,uc_pih_3,uc_pih_4,uc_pia_0,uc_pia_1,uc_pia_2,uc_pia_3,uc_pia_4
tiny,hybrid,CBCC_C=2,mean,2,8,0,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,8,0,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,8,0,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,8,1,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,8,1,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,8,1,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,8,2,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,8,2,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,8,2,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,8,3,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,8,3,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,8,3,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,8,4,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,8,4,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,8,4,-1,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,16,0,-1,0.4,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,16,1,-1,0.0776,0.006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,16,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,16,1,-1,0.1984,0.002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,16,2,-1,0.0648,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,16,2,-1,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,16,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,16,3,-1,0.2,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,16,4,-1,0.2248,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,16,4,-1,0.0216,0.104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,24,0,-1,0.176,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,24,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,24,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,24,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,24,2,-1,0.3804,0.902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,24,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,24,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,24,3,-1,0.4,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,24,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,24,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,24,4,-1,0.0404,0.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,24,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,24,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,32,0,-1,0.1964,0.982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,32,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,32,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,32,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,32,2,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,32,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,32,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,32,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,32,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,32,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=2,mean,2,32,4,-1,0.8,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=4,mean,2,32,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
tiny,hybrid,CBCC_C=8,mean,2,32,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
